dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,station zone,casual,registered,cnt
2011-01-08,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,DC Ward 3,1,22,23
2011-01-08,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,DC Ward 4,0,30,30
2011-01-08,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,DC Ward 5,2,26,28
2011-01-08,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,DC Ward 6,13,163,176
2011-01-08,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,DC Ward 7,0,4,4
2011-01-09,1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,Arlington 2,2,29,31
2011-01-09,1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,DC Ward 1,8,203,211
2011-01-09,1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,DC Ward 2,25,267,292
2011-01-09,1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,DC Ward 3,8,19,27
2011-01-09,1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,DC Ward 4,0,26,26
2011-01-09,1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,DC Ward 5,0,23,23
2011-01-09,1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,DC Ward 6,11,175,186
2011-01-09,1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,DC Ward 7,0,5,5
2011-01-09,1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,DC Ward 8,0,1,1
2011-01-10,1,0,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,Arlington 2,2,64,66
2011-01-10,1,0,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,DC Ward 1,10,267,277
2011-01-10,1,0,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,DC Ward 2,22,561,583
2011-01-10,1,0,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,DC Ward 3,1,25,26
2011-01-10,1,0,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,DC Ward 4,2,27,29
2011-01-10,1,0,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,DC Ward 5,1,19,20
2011-01-10,1,0,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,DC Ward 6,3,288,291
2011-01-10,1,0,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,DC Ward 7,0,5,5
2011-01-10,1,0,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,DC Ward 8,0,1,1
2011-01-11,1,0,1,0,2,1,2,0.169091,0.191464,0.686364,0.122132,Arlington 2,0,61,61
2011-01-11,1,0,1,0,2,1,2,0.169091,0.191464,0.686364,0.122132,DC Ward 1,10,289,299
2011-01-11,1,0,1,0,2,1,2,0.169091,0.191464,0.686364,0.122132,DC Ward 2,23,488,511
2011-01-11,1,0,1,0,2,1,2,0.169091,0.191464,0.686364,0.122132,DC Ward 3,0,24,24
2011-01-11,1,0,1,0,2,1,2,0.169091,0.191464,0.686364,0.122132,DC Ward 4,1,25,26
2011-01-11,1,0,1,0,2,1,2,0.169091,0.191464,0.686364,0.122132,DC Ward 5,1,23,24
2011-01-11,1,0,1,0,2,1,2,0.169091,0.191464,0.686364,0.122132,DC Ward 6,7,274,281
2011-01-11,1,0,1,0,2,1,2,0.169091,0.191464,0.686364,0.122132,DC Ward 7,1,3,4
2011-01-11,1,0,1,0,2,1,2,0.169091,0.191464,0.686364,0.122132,DC Ward 8,0,1,1
2011-01-12,1,0,1,0,3,1,1,0.172727,0.160473,0.599545,0.304627,Arlington 2,0,51,51
2011-01-12,1,0,1,0,3,1,1,0.172727,0.160473,0.599545,0.304627,DC Ward 1,4,231,235
2011-01-12,1,0,1,0,3,1,1,0.172727,0.160473,0.599545,0.304627,DC Ward 2,13,503,516
2011-01-12,1,0,1,0,3,1,1,0.172727,0.160473,0.599545,0.304627,DC Ward 3,0,15,15
2011-01-12,1,0,1,0,3,1,1,0.172727,0.160473,0.599545,0.304627,DC Ward 4,1,31,32
2011-01-12,1,0,1,0,3,1,1,0.172727,0.160473,0.599545,0.304627,DC Ward 5,1,16,17
2011-01-12,1,0,1,0,3,1,1,0.172727,0.160473,0.599545,0.304627,DC Ward 6,6,265,271
2011-01-12,1,0,1,0,3,1,1,0.172727,0.160473,0.599545,0.304627,DC Ward 7,0,3,3
2011-01-12,1,0,1,0,3,1,1,0.172727,0.160473,0.599545,0.304627,DC Ward 8,0,1,1
2011-01-13,1,0,1,0,4,1,1,0.165,0.150883,0.470417,0.301,Arlington 2,1,64,65
2011-01-13,1,0,1,0,4,1,1,0.165,0.150883,0.470417,0.301,DC Ward 1,10,313,323
2011-01-13,1,0,1,0,4,1,1,0.165,0.150883,0.470417,0.301,DC Ward 2,22,555,577
2011-01-13,1,0,1,0,4,1,1,0.165,0.150883,0.470417,0.301,DC Ward 3,0,20,20
2011-01-13,1,0,1,0,4,1,1,0.165,0.150883,0.470417,0.301,DC Ward 4,0,28,28
2011-01-13,1,0,1,0,4,1,1,0.165,0.150883,0.470417,0.301,DC Ward 5,0,25,25
2011-01-13,1,0,1,0,4,1,1,0.165,0.150883,0.470417,0.301,DC Ward 6,4,335,339
2011-01-13,1,0,1,0,4,1,1,0.165,0.150883,0.470417,0.301,DC Ward 7,0,5,5
2011-01-13,1,0,1,0,4,1,1,0.165,0.150883,0.470417,0.301,DC Ward 8,0,1,1
2011-01-14,1,0,1,0,5,1,1,0.16087,0.188413,0.537826,0.126548,Arlington 2,1,63,64
2011-01-14,1,0,1,0,5,1,1,0.16087,0.188413,0.537826,0.126548,DC Ward 1,5,322,327
2011-01-14,1,0,1,0,5,1,1,0.16087,0.188413,0.537826,0.126548,DC Ward 2,39,582,621
2011-01-14,1,0,1,0,5,1,1,0.16087,0.188413,0.537826,0.126548,DC Ward 3,3,21,24
2011-01-14,1,0,1,0,5,1,1,0.16087,0.188413,0.537826,0.126548,DC Ward 4,0,37,37
2011-01-14,1,0,1,0,5,1,1,0.16087,0.188413,0.537826,0.126548,DC Ward 5,0,30,30
2011-01-14,1,0,1,0,5,1,1,0.16087,0.188413,0.537826,0.126548,DC Ward 6,6,272,278
2011-01-14,1,0,1,0,5,1,1,0.16087,0.188413,0.537826,0.126548,DC Ward 7,0,2,2
2011-01-14,1,0,1,0,5,1,1,0.16087,0.188413,0.537826,0.126548,DC Ward 8,0,1,1
2011-01-15,1,0,1,0,6,0,2,0.233333,0.248112,0.49875,0.157963,Arlington 2,5,54,59
2011-01-15,1,0,1,0,6,0,2,0.233333,0.248112,0.49875,0.157963,DC Ward 1,32,293,325
2011-01-15,1,0,1,0,6,0,2,0.233333,0.248112,0.49875,0.157963,DC Ward 2,95,334,429
2011-01-15,1,0,1,0,6,0,2,0.233333,0.248112,0.49875,0.157963,DC Ward 3,10,35,45
2011-01-15,1,0,1,0,6,0,2,0.233333,0.248112,0.49875,0.157963,DC Ward 4,3,34,37
2011-01-15,1,0,1,0,6,0,2,0.233333,0.248112,0.49875,0.157963,DC Ward 5,4,22,26
2011-01-15,1,0,1,0,6,0,2,0.233333,0.248112,0.49875,0.157963,DC Ward 6,71,238,309
2011-01-15,1,0,1,0,6,0,2,0.233333,0.248112,0.49875,0.157963,DC Ward 7,2,7,9
2011-01-15,1,0,1,0,6,0,2,0.233333,0.248112,0.49875,0.157963,DC Ward 8,0,1,1
2011-01-16,1,0,1,0,0,0,1,0.231667,0.234217,0.48375,0.188433,Arlington 2,10,34,44
2011-01-16,1,0,1,0,0,0,1,0.231667,0.234217,0.48375,0.188433,DC Ward 1,39,269,308
2011-01-16,1,0,1,0,0,0,1,0.231667,0.234217,0.48375,0.188433,DC Ward 2,127,323,450
2011-01-16,1,0,1,0,0,0,1,0.231667,0.234217,0.48375,0.188433,DC Ward 3,11,23,34
2011-01-16,1,0,1,0,0,0,1,0.231667,0.234217,0.48375,0.188433,DC Ward 4,1,36,37
2011-01-16,1,0,1,0,0,0,1,0.231667,0.234217,0.48375,0.188433,DC Ward 5,5,32,37
2011-01-16,1,0,1,0,0,0,1,0.231667,0.234217,0.48375,0.188433,DC Ward 6,57,217,274
2011-01-16,1,0,1,0,0,0,1,0.231667,0.234217,0.48375,0.188433,DC Ward 7,1,3,4
2011-01-17,1,0,1,1,1,0,2,0.175833,0.176771,0.5375,0.194017,Arlington 2,4,28,32
2011-01-17,1,0,1,1,1,0,2,0.175833,0.176771,0.5375,0.194017,DC Ward 1,12,262,274
2011-01-17,1,0,1,1,1,0,2,0.175833,0.176771,0.5375,0.194017,DC Ward 2,54,325,379
2011-01-17,1,0,1,1,1,0,2,0.175833,0.176771,0.5375,0.194017,DC Ward 3,3,29,32
2011-01-17,1,0,1,1,1,0,2,0.175833,0.176771,0.5375,0.194017,DC Ward 4,1,24,25
2011-01-17,1,0,1,1,1,0,2,0.175833,0.176771,0.5375,0.194017,DC Ward 5,2,26,28
2011-01-17,1,0,1,1,1,0,2,0.175833,0.176771,0.5375,0.194017,DC Ward 6,40,179,219
2011-01-17,1,0,1,1,1,0,2,0.175833,0.176771,0.5375,0.194017,DC Ward 7,0,2,2
2011-01-17,1,0,1,1,1,0,2,0.175833,0.176771,0.5375,0.194017,DC Ward 8,1,1,2
2011-01-18,1,0,1,0,2,1,2,0.216667,0.232333,0.861667,0.146775,Arlington 2,0,26,26
2011-01-18,1,0,1,0,2,1,2,0.216667,0.232333,0.861667,0.146775,DC Ward 1,0,126,126
2011-01-18,1,0,1,0,2,1,2,0.216667,0.232333,0.861667,0.146775,DC Ward 2,5,343,348
2011-01-18,1,0,1,0,2,1,2,0.216667,0.232333,0.861667,0.146775,DC Ward 3,0,11,11
2011-01-18,1,0,1,0,2,1,2,0.216667,0.232333,0.861667,0.146775,DC Ward 4,0,14,14
2011-01-18,1,0,1,0,2,1,2,0.216667,0.232333,0.861667,0.146775,DC Ward 5,0,6,6
2011-01-18,1,0,1,0,2,1,2,0.216667,0.232333,0.861667,0.146775,DC Ward 6,4,136,140
2011-01-18,1,0,1,0,2,1,2,0.216667,0.232333,0.861667,0.146775,DC Ward 7,0,1,1
2011-01-19,1,0,1,0,3,1,2,0.292174,0.298422,0.741739,0.208317,Arlington 2,3,54,57
2011-01-19,1,0,1,0,3,1,2,0.292174,0.298422,0.741739,0.208317,DC Ward 1,7,347,354
2011-01-19,1,0,1,0,3,1,2,0.292174,0.298422,0.741739,0.208317,DC Ward 2,43,708,751
2011-01-19,1,0,1,0,3,1,2,0.292174,0.298422,0.741739,0.208317,DC Ward 3,7,39,46
2011-01-19,1,0,1,0,3,1,2,0.292174,0.298422,0.741739,0.208317,DC Ward 4,1,42,43
2011-01-19,1,0,1,0,3,1,2,0.292174,0.298422,0.741739,0.208317,DC Ward 5,2,27,29
2011-01-19,1,0,1,0,3,1,2,0.292174,0.298422,0.741739,0.208317,DC Ward 6,15,334,349
2011-01-19,1,0,1,0,3,1,2,0.292174,0.298422,0.741739,0.208317,DC Ward 7,0,1,1
2011-01-19,1,0,1,0,3,1,2,0.292174,0.298422,0.741739,0.208317,DC Ward 8,0,1,1
2011-01-20,1,0,1,0,4,1,2,0.261667,0.25505,0.538333,0.195904,Arlington 2,0,86,86
2011-01-20,1,0,1,0,4,1,2,0.261667,0.25505,0.538333,0.195904,DC Ward 1,12,400,412
2011-01-20,1,0,1,0,4,1,2,0.261667,0.25505,0.538333,0.195904,DC Ward 2,45,797,842
2011-01-20,1,0,1,0,4,1,2,0.261667,0.25505,0.538333,0.195904,DC Ward 3,1,52,53
2011-01-20,1,0,1,0,4,1,2,0.261667,0.25505,0.538333,0.195904,DC Ward 4,0,48,48
2011-01-20,1,0,1,0,4,1,2,0.261667,0.25505,0.538333,0.195904,DC Ward 5,2,30,32
2011-01-20,1,0,1,0,4,1,2,0.261667,0.25505,0.538333,0.195904,DC Ward 6,21,394,415
2011-01-20,1,0,1,0,4,1,2,0.261667,0.25505,0.538333,0.195904,DC Ward 7,0,4,4
2011-01-20,1,0,1,0,4,1,2,0.261667,0.25505,0.538333,0.195904,DC Ward 8,0,4,4
2011-01-21,1,0,1,0,5,1,1,0.1775,0.157833,0.457083,0.353242,Arlington 2,0,64,64
2011-01-21,1,0,1,0,5,1,1,0.1775,0.157833,0.457083,0.353242,DC Ward 1,14,345,359
2011-01-21,1,0,1,0,5,1,1,0.1775,0.157833,0.457083,0.353242,DC Ward 2,37,637,674
2011-01-21,1,0,1,0,5,1,1,0.1775,0.157833,0.457083,0.353242,DC Ward 3,3,30,33
2011-01-21,1,0,1,0,5,1,1,0.1775,0.157833,0.457083,0.353242,DC Ward 4,0,38,38
2011-01-21,1,0,1,0,5,1,1,0.1775,0.157833,0.457083,0.353242,DC Ward 5,2,35,37
2011-01-21,1,0,1,0,5,1,1,0.1775,0.157833,0.457083,0.353242,DC Ward 6,17,297,314
2011-01-21,1,0,1,0,5,1,1,0.1775,0.157833,0.457083,0.353242,DC Ward 7,0,3,3
2011-01-22,1,0,1,0,6,0,1,0.0591304,0.0790696,0.4,0.17197,Arlington 2,0,31,31
2011-01-22,1,0,1,0,6,0,1,0.0591304,0.0790696,0.4,0.17197,DC Ward 1,23,278,301
2011-01-22,1,0,1,0,6,0,1,0.0591304,0.0790696,0.4,0.17197,DC Ward 2,38,279,317
2011-01-22,1,0,1,0,6,0,1,0.0591304,0.0790696,0.4,0.17197,DC Ward 3,9,17,26
2011-01-22,1,0,1,0,6,0,1,0.0591304,0.0790696,0.4,0.17197,DC Ward 4,0,25,25
2011-01-22,1,0,1,0,6,0,1,0.0591304,0.0790696,0.4,0.17197,DC Ward 5,4,27,31
2011-01-22,1,0,1,0,6,0,1,0.0591304,0.0790696,0.4,0.17197,DC Ward 6,19,214,233
2011-01-22,1,0,1,0,6,0,1,0.0591304,0.0790696,0.4,0.17197,DC Ward 7,0,5,5
2011-01-23,1,0,1,0,0,0,1,0.0965217,0.0988391,0.436522,0.2466,Arlington 2,1,39,40
2011-01-23,1,0,1,0,0,0,1,0.0965217,0.0988391,0.436522,0.2466,DC Ward 1,46,286,332
2011-01-23,1,0,1,0,0,0,1,0.0965217,0.0988391,0.436522,0.2466,DC Ward 2,71,264,335
2011-01-23,1,0,1,0,0,0,1,0.0965217,0.0988391,0.436522,0.2466,DC Ward 3,4,24,28
2011-01-23,1,0,1,0,0,0,1,0.0965217,0.0988391,0.436522,0.2466,DC Ward 4,0,29,29
2011-01-23,1,0,1,0,0,0,1,0.0965217,0.0988391,0.436522,0.2466,DC Ward 5,4,28,32
2011-01-23,1,0,1,0,0,0,1,0.0965217,0.0988391,0.436522,0.2466,DC Ward 6,24,154,178
2011-01-23,1,0,1,0,0,0,1,0.0965217,0.0988391,0.436522,0.2466,DC Ward 7,0,3,3
2011-01-24,1,0,1,0,1,1,1,0.0973913,0.11793,0.491739,0.15833,Arlington 2,2,53,55
2011-01-24,1,0,1,0,1,1,1,0.0973913,0.11793,0.491739,0.15833,DC Ward 1,38,319,357
2011-01-24,1,0,1,0,1,1,1,0.0973913,0.11793,0.491739,0.15833,DC Ward 2,37,557,594
2011-01-24,1,0,1,0,1,1,1,0.0973913,0.11793,0.491739,0.15833,DC Ward 3,2,24,26
2011-01-24,1,0,1,0,1,1,1,0.0973913,0.11793,0.491739,0.15833,DC Ward 4,1,22,23
2011-01-24,1,0,1,0,1,1,1,0.0973913,0.11793,0.491739,0.15833,DC Ward 5,1,26,27
2011-01-24,1,0,1,0,1,1,1,0.0973913,0.11793,0.491739,0.15833,DC Ward 6,5,310,315
2011-01-24,1,0,1,0,1,1,1,0.0973913,0.11793,0.491739,0.15833,DC Ward 7,0,7,7
2011-01-24,1,0,1,0,1,1,1,0.0973913,0.11793,0.491739,0.15833,DC Ward 8,0,1,1
2011-01-25,1,0,1,0,2,1,2,0.223478,0.234526,0.616957,0.129796,Arlington 2,0,51,51
2011-01-25,1,0,1,0,2,1,2,0.223478,0.234526,0.616957,0.129796,DC Ward 1,64,429,493
2011-01-25,1,0,1,0,2,1,2,0.223478,0.234526,0.616957,0.129796,DC Ward 2,98,792,890
2011-01-25,1,0,1,0,2,1,2,0.223478,0.234526,0.616957,0.129796,DC Ward 3,6,52,58
2011-01-25,1,0,1,0,2,1,2,0.223478,0.234526,0.616957,0.129796,DC Ward 4,0,38,38
2011-01-25,1,0,1,0,2,1,2,0.223478,0.234526,0.616957,0.129796,DC Ward 5,1,35,36
2011-01-25,1,0,1,0,2,1,2,0.223478,0.234526,0.616957,0.129796,DC Ward 6,16,385,401
2011-01-25,1,0,1,0,2,1,2,0.223478,0.234526,0.616957,0.129796,DC Ward 7,1,2,3
2011-01-25,1,0,1,0,2,1,2,0.223478,0.234526,0.616957,0.129796,DC Ward 8,0,1,1
2011-01-26,1,0,1,0,3,1,3,0.2175,0.2036,0.8625,0.29385,Arlington 2,0,20,20
2011-01-26,1,0,1,0,3,1,3,0.2175,0.2036,0.8625,0.29385,DC Ward 1,11,128,139
2011-01-26,1,0,1,0,3,1,3,0.2175,0.2036,0.8625,0.29385,DC Ward 2,18,204,222
2011-01-26,1,0,1,0,3,1,3,0.2175,0.2036,0.8625,0.29385,DC Ward 3,1,8,9
2011-01-26,1,0,1,0,3,1,3,0.2175,0.2036,0.8625,0.29385,DC Ward 4,0,12,12
2011-01-26,1,0,1,0,3,1,3,0.2175,0.2036,0.8625,0.29385,DC Ward 5,0,13,13
2011-01-26,1,0,1,0,3,1,3,0.2175,0.2036,0.8625,0.29385,DC Ward 6,4,79,83
2011-01-26,1,0,1,0,3,1,3,0.2175,0.2036,0.8625,0.29385,DC Ward 7,0,1,1
2011-01-26,1,0,1,0,3,1,3,0.2175,0.2036,0.8625,0.29385,DC Ward 8,0,1,1
2011-01-27,1,0,1,0,4,1,1,0.195,0.2197,0.6875,0.113837,Arlington 2,1,14,15
2011-01-27,1,0,1,0,4,1,1,0.195,0.2197,0.6875,0.113837,DC Ward 1,1,77,78
2011-01-27,1,0,1,0,4,1,1,0.195,0.2197,0.6875,0.113837,DC Ward 2,9,211,220
2011-01-27,1,0,1,0,4,1,1,0.195,0.2197,0.6875,0.113837,DC Ward 3,0,7,7
2011-01-27,1,0,1,0,4,1,1,0.195,0.2197,0.6875,0.113837,DC Ward 4,0,7,7
2011-01-27,1,0,1,0,4,1,1,0.195,0.2197,0.6875,0.113837,DC Ward 5,0,5,5
2011-01-27,1,0,1,0,4,1,1,0.195,0.2197,0.6875,0.113837,DC Ward 6,4,88,92
2011-01-28,1,0,1,0,5,1,2,0.203478,0.223317,0.793043,0.1233,Arlington 2,1,43,44
2011-01-28,1,0,1,0,5,1,2,0.203478,0.223317,0.793043,0.1233,DC Ward 1,2,283,285
2011-01-28,1,0,1,0,5,1,2,0.203478,0.223317,0.793043,0.1233,DC Ward 2,21,478,499
2011-01-28,1,0,1,0,5,1,2,0.203478,0.223317,0.793043,0.1233,DC Ward 3,1,17,18
2011-01-28,1,0,1,0,5,1,2,0.203478,0.223317,0.793043,0.1233,DC Ward 4,0,25,25
2011-01-28,1,0,1,0,5,1,2,0.203478,0.223317,0.793043,0.1233,DC Ward 5,2,20,22
2011-01-28,1,0,1,0,5,1,2,0.203478,0.223317,0.793043,0.1233,DC Ward 6,11,246,257
2011-01-28,1,0,1,0,5,1,2,0.203478,0.223317,0.793043,0.1233,DC Ward 7,0,1,1
2011-01-29,1,0,1,0,6,0,1,0.196522,0.212126,0.651739,0.145365,Arlington 2,4,31,35
2011-01-29,1,0,1,0,6,0,1,0.196522,0.212126,0.651739,0.145365,DC Ward 1,18,309,327
2011-01-29,1,0,1,0,6,0,1,0.196522,0.212126,0.651739,0.145365,DC Ward 2,64,323,387
2011-01-29,1,0,1,0,6,0,1,0.196522,0.212126,0.651739,0.145365,DC Ward 3,3,23,26
2011-01-29,1,0,1,0,6,0,1,0.196522,0.212126,0.651739,0.145365,DC Ward 4,2,31,33
2011-01-29,1,0,1,0,6,0,1,0.196522,0.212126,0.651739,0.145365,DC Ward 5,3,26,29
2011-01-29,1,0,1,0,6,0,1,0.196522,0.212126,0.651739,0.145365,DC Ward 6,28,197,225
2011-01-29,1,0,1,0,6,0,1,0.196522,0.212126,0.651739,0.145365,DC Ward 7,1,4,5
2011-01-29,1,0,1,0,6,0,1,0.196522,0.212126,0.651739,0.145365,DC Ward 8,0,3,3
2011-01-30,1,0,1,0,0,0,1,0.216522,0.250322,0.722174,0.0739826,Arlington 2,0,34,34
2011-01-30,1,0,1,0,0,0,1,0.216522,0.250322,0.722174,0.0739826,DC Ward 1,21,265,286
2011-01-30,1,0,1,0,0,0,1,0.216522,0.250322,0.722174,0.0739826,DC Ward 2,71,344,415
